timestamp_seconds,datetime_utc,latitude,longitude,altitude_m_agl,altitude_m_msl,heading_deg,pitch_deg,roll_deg,gimbal_pitch_deg,ground_speed_mps
238,2026-04-15T14:03:58Z,38.292067,-89.796662,39.06,189.06,357.70,-2.82,1.31,-45.24,9.82
239,2026-04-15T14:03:59Z,38.292148,-89.796664,40.38,190.38,357.70,-0.42,-0.55,-45.13,9.76
240,2026-04-15T14:04:00Z,38.292238,-89.796662,39.72,189.72,357.70,-0.32,-0.68,-44.01,11.18
241,2026-04-15T14:04:01Z,38.292341,-89.796663,39.56,189.56,357.70,-0.94,0.56,-43.87,10.62
242,2026-04-15T14:04:02Z,38.292430,-89.796670,40.29,190.29,357.70,-1.64,0.27,-45.95,10.27
243,2026-04-15T14:04:03Z,38.292516,-89.796682,40.61,190.61,357.70,3.91,-0.08,-45.84,10.64
244,2026-04-15T14:04:04Z,38.292604,-89.796661,39.23,189.23,357.70,-0.85,2.62,-46.01,9.87
245,2026-04-15T14:04:05Z,38.292712,-89.796669,39.92,189.92,357.70,-2.31,-0.13,-45.22,10.19
246,2026-04-15T14:04:06Z,38.292769,-89.796684,40.18,190.18,357.70,-2.12,-1.12,-45.53,9.32
247,2026-04-15T14:04:07Z,38.292879,-89.796704,39.50,189.50,357.70,-0.71,-0.16,-45.23,10.12
248,2026-04-15T14:04:08Z,38.292976,-89.796700,40.43,190.43,357.70,1.33,1.87,-46.46,10.04
249,2026-04-15T14:04:09Z,38.293070,-89.796682,39.51,189.51,357.70,-0.54,0.66,-44.48,9.99
250,2026-04-15T14:04:10Z,38.293145,-89.796692,39.57,189.57,357.70,1.54,2.93,-45.51,9.94
251,2026-04-15T14:04:11Z,38.293248,-89.796709,39.21,189.21,357.70,-1.81,-0.75,-45.42,9.62
252,2026-04-15T14:04:12Z,38.293331,-89.796702,40.21,190.21,357.70,-0.37,1.18,-44.59,11.06
253,2026-04-15T14:04:13Z,38.293435,-89.796725,40.42,190.42,357.70,-1.08,-0.11,-44.50,10.65
254,2026-04-15T14:04:14Z,38.293507,-89.796736,40.92,190.92,357.70,2.60,-0.76,-45.21,9.91
255,2026-04-15T14:04:15Z,38.293608,-89.796733,39.55,189.55,357.70,0.41,-1.00,-44.91,9.71
256,2026-04-15T14:04:16Z,38.293670,-89.796741,39.91,189.91,357.70,-1.49,-1.33,-44.93,9.79
257,2026-04-15T14:04:17Z,38.293794,-89.796755,39.86,189.86,357.70,0.50,-0.14,-45.45,10.39
258,2026-04-15T14:04:18Z,38.293870,-89.796745,38.91,188.91,357.70,-2.92,1.94,-44.18,9.71
259,2026-04-15T14:04:19Z,38.293953,-89.796739,41.22,191.22,357.70,1.95,0.54,-45.24,9.75
260,2026-04-15T14:04:20Z,38.294040,-89.796760,39.80,189.80,357.70,0.80,-0.48,-44.54,9.07
261,2026-04-15T14:04:21Z,38.294136,-89.796724,39.17,189.17,357.70,1.06,3.54,-45.99,9.63
262,2026-04-15T14:04:22Z,38.294246,-89.796773,40.65,190.65,357.70,3.34,2.67,-45.65,10.03
263,2026-04-15T14:04:23Z,38.294346,-89.796780,39.84,189.84,357.70,-1.10,-0.96,-44.87,10.72
264,2026-04-15T14:04:24Z,38.294414,-89.796767,39.63,189.63,357.70,0.96,2.26,-44.67,10.08
265,2026-04-15T14:04:25Z,38.294488,-89.796776,39.69,189.69,357.70,-2.51,0.84,-46.07,10.53
266,2026-04-15T14:04:26Z,38.294601,-89.796772,40.11,190.11,357.70,-0.51,1.01,-45.05,10.20
267,2026-04-15T14:04:27Z,38.294686,-89.796785,38.76,188.76,357.70,2.28,2.18,-44.90,9.79
268,2026-04-15T14:04:28Z,38.294768,-89.796794,40.32,190.32,357.70,-1.47,0.99,-43.77,10.23
269,2026-04-15T14:04:29Z,38.294850,-89.796797,40.23,190.23,357.70,-0.63,-0.79,-45.46,10.29
270,2026-04-15T14:04:30Z,38.294952,-89.796794,39.99,189.99,357.70,-1.63,0.96,-46.22,9.45
271,2026-04-15T14:04:31Z,38.295041,-89.796808,39.70,189.70,357.70,2.51,0.43,-45.30,10.01
272,2026-04-15T14:04:32Z,38.295115,-89.796803,40.57,190.57,357.70,1.75,0.71,-46.30,10.24
273,2026-04-15T14:04:33Z,38.295218,-89.796807,40.36,190.36,357.70,-0.10,0.55,-43.73,9.80
274,2026-04-15T14:04:34Z,38.295317,-89.796810,40.20,190.20,357.70,-1.65,-0.14,-43.96,9.59
275,2026-04-15T14:04:35Z,38.295402,-89.796816,39.25,189.25,357.70,1.68,-0.05,-46.31,9.42
276,2026-04-15T14:04:36Z,38.295496,-89.796824,41.48,191.48,357.70,0.52,-0.23,-44.77,10.50
277,2026-04-15T14:04:37Z,38.295577,-89.796848,40.46,190.46,357.70,-4.13,-0.95,-45.83,10.11
278,2026-04-15T14:04:38Z,38.295676,-89.796837,40.74,190.74,357.70,-1.61,1.60,-45.66,9.36
279,2026-04-15T14:04:39Z,38.295748,-89.796847,39.62,189.62,357.70,1.68,-2.38,-45.29,10.22
280,2026-04-15T14:04:40Z,38.295847,-89.796844,40.42,190.42,357.70,-0.87,-1.67,-46.82,10.05
281,2026-04-15T14:04:41Z,38.295934,-89.796850,40.46,190.46,357.70,3.49,-0.11,-45.48,9.85
282,2026-04-15T14:04:42Z,38.296030,-89.796866,40.10,190.10,357.70,1.01,0.10,-44.79,9.17
283,2026-04-15T14:04:43Z,38.296118,-89.796874,39.55,189.55,357.70,0.74,-0.90,-44.58,10.63
284,2026-04-15T14:04:44Z,38.296210,-89.796841,40.56,190.56,357.70,-0.67,2.68,-45.10,10.16
285,2026-04-15T14:04:45Z,38.296289,-89.796882,39.57,189.57,357.70,1.15,1.37,-43.85,9.85
286,2026-04-15T14:04:46Z,38.296388,-89.796864,41.13,191.13,357.70,2.40,-2.27,-45.74,10.36
287,2026-04-15T14:04:47Z,38.296470,-89.796908,40.04,190.04,357.70,-0.80,0.29,-45.85,10.56
288,2026-04-15T14:04:48Z,38.296562,-89.796879,39.40,189.40,357.70,-2.88,0.48,-45.49,10.47
289,2026-04-15T14:04:49Z,38.296669,-89.796878,38.96,188.96,357.70,-1.50,-0.75,-45.19,9.03
290,2026-04-15T14:04:50Z,38.296746,-89.796884,39.32,189.32,357.70,0.38,-0.54,-45.10,9.28
291,2026-04-15T14:04:51Z,38.296830,-89.796898,40.74,190.74,357.70,-1.84,0.96,-43.43,9.35
292,2026-04-15T14:04:52Z,38.296924,-89.796915,39.00,189.00,357.70,-1.87,3.26,-42.66,10.10
293,2026-04-15T14:04:53Z,38.297017,-89.796900,39.94,189.94,357.70,-0.00,0.10,-43.64,10.46
294,2026-04-15T14:04:54Z,38.297111,-89.796886,39.18,189.18,357.70,-1.36,1.26,-45.49,9.78
295,2026-04-15T14:04:55Z,38.297201,-89.796928,39.95,189.95,357.70,2.46,-2.82,-44.64,10.92
296,2026-04-15T14:04:56Z,38.297292,-89.796925,39.45,189.45,357.70,0.15,0.83,-45.16,10.26
297,2026-04-15T14:04:57Z,38.297396,-89.796934,39.75,189.75,357.70,1.10,-2.07,-43.70,10.21
298,2026-04-15T14:04:58Z,38.297452,-89.796928,39.85,189.85,357.70,1.70,-3.52,-45.73,9.72
299,2026-04-15T14:04:59Z,38.297546,-89.796923,40.78,190.78,357.70,2.09,-3.34,-44.84,10.31
300,2026-04-15T14:05:00Z,38.297632,-89.796942,40.12,190.12,357.70,2.06,-2.97,-45.84,10.04
301,2026-04-15T14:05:01Z,38.297721,-89.796961,40.50,190.50,357.70,2.33,1.78,-44.93,10.07
302,2026-04-15T14:05:02Z,38.297815,-89.796935,39.65,189.65,357.70,-1.73,0.18,-43.73,9.52
303,2026-04-15T14:05:03Z,38.297914,-89.796937,40.05,190.05,357.70,4.08,2.73,-44.80,9.83
304,2026-04-15T14:05:04Z,38.297996,-89.796974,40.20,190.20,357.70,0.70,0.48,-44.56,9.90
305,2026-04-15T14:05:05Z,38.298104,-89.796957,39.64,189.64,357.69,0.87,-1.61,-44.28,9.69
306,2026-04-15T14:05:06Z,38.298190,-89.796966,39.61,189.61,357.69,-1.69,-2.44,-44.97,9.29
307,2026-04-15T14:05:07Z,38.298269,-89.796980,40.44,190.44,357.69,0.07,0.84,-43.96,10.05
308,2026-04-15T14:05:08Z,38.298349,-89.796966,39.10,189.10,357.69,1.52,1.04,-44.34,9.68
309,2026-04-15T14:05:09Z,38.298455,-89.796963,39.23,189.23,357.69,0.07,3.05,-43.97,9.88
310,2026-04-15T14:05:10Z,38.298552,-89.796992,41.12,191.12,357.69,-1.51,3.52,-46.43,10.19
311,2026-04-15T14:05:11Z,38.298625,-89.796991,39.51,189.51,357.69,0.42,0.17,-43.11,10.21
312,2026-04-15T14:05:12Z,38.298708,-89.796977,39.59,189.59,357.69,2.86,3.45,-45.19,10.58
313,2026-04-15T14:05:13Z,38.298802,-89.796994,39.97,189.97,357.69,1.10,-1.38,-43.56,9.29
314,2026-04-15T14:05:14Z,38.298911,-89.797005,40.02,190.02,357.69,-0.69,4.65,-45.94,9.90
315,2026-04-15T14:05:15Z,38.298993,-89.796995,39.81,189.81,357.69,-1.99,1.79,-44.29,9.75
316,2026-04-15T14:05:16Z,38.299086,-89.797029,40.25,190.25,357.69,-0.51,-2.07,-45.06,10.11
317,2026-04-15T14:05:17Z,38.299164,-89.797015,40.03,190.03,357.69,1.32,-0.10,-44.47,9.86
318,2026-04-15T14:05:18Z,38.299266,-89.797009,39.52,189.52,357.69,1.38,0.23,-43.87,9.86
319,2026-04-15T14:05:19Z,38.299358,-89.797030,40.44,190.44,357.69,1.43,2.78,-43.91,9.90
320,2026-04-15T14:05:20Z,38.299462,-89.797047,39.73,189.73,357.69,-0.60,0.56,-45.37,9.89
321,2026-04-15T14:05:21Z,38.299541,-89.797023,40.21,190.21,357.69,0.82,1.01,-44.65,9.60
322,2026-04-15T14:05:22Z,38.299622,-89.797023,39.73,189.73,357.69,1.00,0.80,-44.15,9.85
323,2026-04-15T14:05:23Z,38.299709,-89.797059,39.38,189.38,357.69,1.19,1.19,-46.82,9.83
324,2026-04-15T14:05:24Z,38.299806,-89.797049,39.48,189.48,357.69,0.40,1.24,-42.43,10.88
325,2026-04-15T14:05:25Z,38.299886,-89.797057,40.74,190.74,357.69,0.11,0.07,-44.03,9.48
326,2026-04-15T14:05:26Z,38.299984,-89.797068,40.49,190.49,357.69,-1.58,-1.03,-45.53,10.34
327,2026-04-15T14:05:27Z,38.300060,-89.797050,39.84,189.84,357.69,-1.56,-0.59,-43.52,9.89
328,2026-04-15T14:05:28Z,38.300167,-89.797085,39.51,189.51,357.69,-0.75,-0.83,-45.86,10.25
329,2026-04-15T14:05:29Z,38.300238,-89.797070,39.81,189.81,357.69,-0.10,-1.45,-44.31,10.46
330,2026-04-15T14:05:30Z,38.300352,-89.797084,39.15,189.15,357.69,-2.02,2.46,-46.39,9.81
331,2026-04-15T14:05:31Z,38.300427,-89.797064,40.44,190.44,357.69,-1.17,-0.27,-45.24,9.79
332,2026-04-15T14:05:32Z,38.300533,-89.797087,39.33,189.33,357.69,1.55,-0.34,-44.23,10.39
333,2026-04-15T14:05:33Z,38.300610,-89.797103,39.96,189.96,357.69,-0.95,-1.41,-44.67,9.54
334,2026-04-15T14:05:34Z,38.300701,-89.797109,39.54,189.54,357.69,0.70,0.11,-47.21,10.00
335,2026-04-15T14:05:35Z,38.300801,-89.797079,40.79,190.79,357.69,1.01,-0.98,-44.81,10.22
336,2026-04-15T14:05:36Z,38.300869,-89.797102,39.29,189.29,357.69,-0.53,1.15,-44.82,10.23
337,2026-04-15T14:05:37Z,38.300965,-89.797098,39.41,189.41,357.69,-0.81,1.12,-45.08,9.89
338,2026-04-15T14:05:38Z,38.301062,-89.797107,38.83,188.83,357.69,0.17,1.52,-44.43,9.63
339,2026-04-15T14:05:39Z,38.301161,-89.797120,40.05,190.05,357.69,-0.65,-1.25,-45.54,9.80
340,2026-04-15T14:05:40Z,38.301237,-89.797129,40.01,190.01,357.69,0.64,0.27,-44.55,9.27
341,2026-04-15T14:05:41Z,38.301325,-89.797132,40.49,190.49,357.69,2.98,-2.11,-45.25,9.94
342,2026-04-15T14:05:42Z,38.301408,-89.797140,39.61,189.61,357.69,1.17,-1.72,-44.39,9.81
343,2026-04-15T14:05:43Z,38.301495,-89.797140,40.66,190.66,357.69,0.41,0.95,-44.42,10.18
344,2026-04-15T14:05:44Z,38.301604,-89.797124,39.48,189.48,357.69,0.96,1.12,-44.44,9.97
345,2026-04-15T14:05:45Z,38.301700,-89.797151,39.33,189.33,357.69,-0.00,-0.82,-44.96,10.51
346,2026-04-15T14:05:46Z,38.301774,-89.797138,40.45,190.45,357.69,0.81,0.05,-43.97,10.12
347,2026-04-15T14:05:47Z,38.301847,-89.797168,39.98,189.98,357.69,-1.43,0.93,-45.98,9.83
348,2026-04-15T14:05:48Z,38.301960,-89.797157,40.03,190.03,357.69,-0.29,1.84,-44.46,9.67
349,2026-04-15T14:05:49Z,38.302056,-89.797164,39.15,189.15,357.69,-0.23,1.95,-43.86,9.81
350,2026-04-15T14:05:50Z,38.302141,-89.797178,40.06,190.06,357.69,-0.37,-1.85,-44.54,9.90
351,2026-04-15T14:05:51Z,38.302227,-89.797163,39.27,189.27,357.69,5.47,-1.32,-44.71,9.55
352,2026-04-15T14:05:52Z,38.302321,-89.797188,40.86,190.86,357.69,0.22,2.73,-45.79,9.97
353,2026-04-15T14:05:53Z,38.302403,-89.797186,39.31,189.31,357.69,0.71,0.27,-44.34,10.11
354,2026-04-15T14:05:54Z,38.302505,-89.797183,39.88,189.88,357.69,-1.04,2.09,-45.19,10.49
355,2026-04-15T14:05:55Z,38.302594,-89.797170,38.87,188.87,357.69,-0.61,2.56,-45.41,9.92
356,2026-04-15T14:05:56Z,38.302701,-89.797213,40.17,190.17,357.69,0.76,-0.85,-45.45,9.85
357,2026-04-15T14:05:57Z,38.302750,-89.797199,39.25,189.25,357.69,0.13,-0.18,-43.97,9.48
358,2026-04-15T14:05:58Z,38.302844,-89.797200,40.16,190.16,357.69,-1.21,-0.12,-44.12,9.88
359,2026-04-15T14:05:59Z,38.302943,-89.797200,39.86,189.86,357.69,0.04,-0.26,-46.61,10.69
360,2026-04-15T14:06:00Z,38.303023,-89.797210,39.89,189.89,357.69,-1.03,-0.23,-45.62,10.11
361,2026-04-15T14:06:01Z,38.303129,-89.797221,40.93,190.93,357.69,1.68,-1.58,-45.47,9.72
362,2026-04-15T14:06:02Z,38.303208,-89.797209,40.22,190.22,357.69,0.35,-1.63,-43.60,10.05
363,2026-04-15T14:06:03Z,38.303318,-89.797228,40.01,190.01,357.69,-0.26,-0.30,-45.49,10.26
364,2026-04-15T14:06:04Z,38.303392,-89.797238,40.36,190.36,357.69,-0.64,-0.94,-46.50,9.87
365,2026-04-15T14:06:05Z,38.303499,-89.797231,40.43,190.43,357.69,2.19,0.22,-43.55,9.79
366,2026-04-15T14:06:06Z,38.303575,-89.797242,39.74,189.74,357.69,0.34,2.24,-43.46,10.03
367,2026-04-15T14:06:07Z,38.303666,-89.797232,38.64,188.64,357.69,0.37,1.33,-44.58,9.81
368,2026-04-15T14:06:08Z,38.303754,-89.797256,39.60,189.60,357.69,1.68,1.96,-44.99,10.76
369,2026-04-15T14:06:09Z,38.303840,-89.797249,39.99,189.99,357.69,-0.04,-0.95,-45.87,9.95
370,2026-04-15T14:06:10Z,38.303932,-89.797276,40.30,190.30,357.69,-1.15,-2.74,-44.61,10.34
371,2026-04-15T14:06:11Z,38.304027,-89.797265,39.33,189.33,357.69,2.57,-0.32,-44.50,9.23
372,2026-04-15T14:06:12Z,38.304114,-89.797265,39.36,189.36,357.69,-2.03,-1.63,-45.71,9.82
373,2026-04-15T14:06:13Z,38.304188,-89.797279,39.64,189.64,357.69,-0.20,-0.02,-45.84,9.53
374,2026-04-15T14:06:14Z,38.304312,-89.797270,40.56,190.56,357.69,1.34,1.15,-46.02,9.87
375,2026-04-15T14:06:15Z,38.304378,-89.797250,39.79,189.79,357.69,-0.32,1.25,-45.99,10.19
376,2026-04-15T14:06:16Z,38.304465,-89.797275,40.10,190.10,357.69,0.04,-0.27,-44.29,9.01
377,2026-04-15T14:06:17Z,38.304566,-89.797289,40.04,190.04,357.69,-1.73,-1.22,-45.85,10.12
378,2026-04-15T14:06:18Z,38.304641,-89.797288,40.54,190.54,357.69,-0.90,-0.81,-45.44,10.25
379,2026-04-15T14:06:19Z,38.304753,-89.797296,40.87,190.87,357.69,-0.34,-1.89,-46.42,9.61
380,2026-04-15T14:06:20Z,38.304832,-89.797310,39.74,189.74,357.69,0.30,-0.43,-44.09,9.39
381,2026-04-15T14:06:21Z,38.304928,-89.797326,40.20,190.20,357.69,2.30,-0.04,-45.50,9.76
382,2026-04-15T14:06:22Z,38.305009,-89.797333,40.64,190.64,357.69,-2.59,-0.38,-45.11,10.85
383,2026-04-15T14:06:23Z,38.305097,-89.797306,40.62,190.62,357.69,3.11,0.05,-45.24,9.90
384,2026-04-15T14:06:24Z,38.305195,-89.797333,40.73,190.73,357.69,-0.53,-0.28,-45.91,10.25
385,2026-04-15T14:06:25Z,38.305285,-89.797344,40.00,190.00,357.69,0.85,1.56,-44.21,9.79
386,2026-04-15T14:06:26Z,38.305371,-89.797342,39.85,189.85,357.69,0.73,-0.85,-45.97,9.99
387,2026-04-15T14:06:27Z,38.305464,-89.797323,40.94,190.94,357.69,-1.49,2.11,-45.85,10.32
388,2026-04-15T14:06:28Z,38.305545,-89.797338,39.31,189.31,357.69,-0.08,0.60,-45.82,10.32
389,2026-04-15T14:06:29Z,38.305650,-89.797342,39.82,189.82,357.69,-3.99,0.54,-45.11,10.38
390,2026-04-15T14:06:30Z,38.305725,-89.797350,40.25,190.25,357.69,-0.18,-0.06,-44.61,9.71
391,2026-04-15T14:06:31Z,38.305833,-89.797362,40.66,190.66,357.69,0.45,-2.58,-44.93,9.48
392,2026-04-15T14:06:32Z,38.305918,-89.797338,40.02,190.02,357.69,1.54,0.06,-44.90,9.70
393,2026-04-15T14:06:33Z,38.306010,-89.797354,39.13,189.13,357.69,-0.02,-1.60,-46.62,10.02
394,2026-04-15T14:06:34Z,38.306091,-89.797376,39.64,189.64,357.69,-0.53,0.03,-43.42,9.95
395,2026-04-15T14:06:35Z,38.306181,-89.797354,40.62,190.62,357.69,-1.09,-0.44,-45.92,10.39
396,2026-04-15T14:06:36Z,38.306275,-89.797381,40.22,190.22,357.69,0.25,-0.54,-45.97,10.12
397,2026-04-15T14:06:37Z,38.306357,-89.797376,39.92,189.92,357.69,1.30,0.73,-46.47,9.98
398,2026-04-15T14:06:38Z,38.306450,-89.797399,39.97,189.97,357.69,0.76,2.50,-45.50,10.16
399,2026-04-15T14:06:39Z,38.306538,-89.797387,40.48,190.48,357.69,1.03,1.00,-45.15,9.59
400,2026-04-15T14:06:40Z,38.306628,-89.797390,40.21,190.21,357.69,-1.10,-2.58,-45.09,10.16
401,2026-04-15T14:06:41Z,38.306718,-89.797398,39.62,189.62,357.69,0.61,-1.11,-44.05,10.25
402,2026-04-15T14:06:42Z,38.306807,-89.797416,40.13,190.13,357.69,-1.36,0.93,-45.01,9.99
403,2026-04-15T14:06:43Z,38.306893,-89.797432,40.21,190.21,357.69,0.18,2.07,-47.49,10.04
404,2026-04-15T14:06:44Z,38.307001,-89.797401,39.51,189.51,357.69,-1.22,-1.56,-45.10,10.41
405,2026-04-15T14:06:45Z,38.307096,-89.797417,40.02,190.02,357.69,-0.93,2.25,-43.43,10.35
406,2026-04-15T14:06:46Z,38.307173,-89.797435,40.54,190.54,357.69,0.97,1.70,-44.56,10.12
407,2026-04-15T14:06:47Z,38.307251,-89.797414,40.14,190.14,357.69,0.92,0.47,-44.25,10.13
408,2026-04-15T14:06:48Z,38.307351,-89.797437,39.72,189.72,357.69,-0.43,1.48,-45.34,9.80
409,2026-04-15T14:06:49Z,38.307438,-89.797441,40.27,190.27,357.69,2.96,-2.09,-45.23,10.26
410,2026-04-15T14:06:50Z,38.307534,-89.797464,40.87,190.87,357.69,-1.19,1.46,-47.20,9.95
411,2026-04-15T14:06:51Z,38.307621,-89.797461,39.99,189.99,357.69,1.19,0.62,-42.91,10.15
412,2026-04-15T14:06:52Z,38.307709,-89.797458,40.61,190.61,357.69,0.63,-5.91,-44.55,9.97
413,2026-04-15T14:06:53Z,38.307798,-89.797463,39.67,189.67,357.69,-3.06,4.72,-43.85,10.36
414,2026-04-15T14:06:54Z,38.307892,-89.797441,40.14,190.14,357.69,1.54,-2.45,-44.40,9.64
415,2026-04-15T14:06:55Z,38.307989,-89.797462,39.27,189.27,357.69,-0.18,-1.11,-47.31,10.08
416,2026-04-15T14:06:56Z,38.308057,-89.797478,40.56,190.56,357.69,1.29,-1.18,-45.42,11.10
417,2026-04-15T14:06:57Z,38.308168,-89.797470,40.20,190.20,357.69,1.80,3.35,-44.99,10.10
418,2026-04-15T14:06:58Z,38.308249,-89.797476,39.77,189.77,357.69,0.74,-1.10,-43.68,9.12
419,2026-04-15T14:06:59Z,38.308339,-89.797469,39.57,189.57,357.69,-2.45,1.41,-45.24,10.45
420,2026-04-15T14:07:00Z,38.308436,-89.797495,40.34,190.34,357.69,0.57,0.66,-43.32,10.20
421,2026-04-15T14:07:01Z,38.308512,-89.797479,39.82,189.82,357.69,3.51,-1.20,-47.16,10.48
422,2026-04-15T14:07:02Z,38.308609,-89.797508,39.74,189.74,357.69,-0.80,2.15,-43.87,9.87
423,2026-04-15T14:07:03Z,38.308708,-89.797478,39.61,189.61,357.69,3.04,0.38,-45.06,9.00
424,2026-04-15T14:07:04Z,38.308771,-89.797525,40.35,190.35,357.69,-3.23,-1.41,-43.95,9.94
425,2026-04-15T14:07:05Z,38.308888,-89.797511,41.42,191.42,357.69,2.72,2.00,-44.17,10.41
426,2026-04-15T14:07:06Z,38.308955,-89.797537,39.63,189.63,357.69,0.00,0.56,-45.02,10.10
427,2026-04-15T14:07:07Z,38.309061,-89.797512,40.00,190.00,357.69,-3.93,1.31,-45.77,9.88
428,2026-04-15T14:07:08Z,38.309138,-89.797518,40.46,190.46,357.69,1.43,-1.64,-45.23,10.27
429,2026-04-15T14:07:09Z,38.309231,-89.797512,40.43,190.43,357.69,1.26,0.56,-45.12,9.90
430,2026-04-15T14:07:10Z,38.309330,-89.797527,39.93,189.93,357.69,0.53,-0.40,-46.15,9.50
431,2026-04-15T14:07:11Z,38.309409,-89.797544,40.01,190.01,357.69,-0.32,0.67,-45.37,10.22
432,2026-04-15T14:07:12Z,38.309511,-89.797541,40.28,190.28,357.69,-0.42,-2.39,-45.08,10.57
433,2026-04-15T14:07:13Z,38.309603,-89.797550,40.16,190.16,357.69,-1.25,0.81,-44.22,9.31
434,2026-04-15T14:07:14Z,38.309679,-89.797551,39.64,189.64,357.69,0.11,0.33,-44.60,9.54
435,2026-04-15T14:07:15Z,38.309782,-89.797541,40.47,190.47,357.69,1.41,-2.20,-44.90,9.86
436,2026-04-15T14:07:16Z,38.309875,-89.797557,40.41,190.41,357.69,-1.11,1.19,-45.09,10.76
437,2026-04-15T14:07:17Z,38.309965,-89.797568,40.39,190.39,357.69,0.95,-0.31,-45.37,10.62
438,2026-04-15T14:07:18Z,38.310039,-89.797562,40.66,190.66,357.69,-2.71,-0.95,-44.57,9.90
439,2026-04-15T14:07:19Z,38.310126,-89.797601,39.78,189.78,357.69,0.49,-0.60,-44.94,9.18
440,2026-04-15T14:07:20Z,38.310236,-89.797593,38.93,188.93,357.69,0.70,-2.14,-45.37,9.99
441,2026-04-15T14:07:21Z,38.310311,-89.797587,39.69,189.69,357.69,-0.39,0.28,-45.48,11.07
442,2026-04-15T14:07:22Z,38.310381,-89.797576,38.42,188.42,357.69,-1.98,-2.04,-45.11,10.54
443,2026-04-15T14:07:23Z,38.310514,-89.797593,39.90,189.90,357.69,0.98,-0.56,-44.29,9.69
444,2026-04-15T14:07:24Z,38.310567,-89.797595,40.16,190.16,357.69,-1.55,-0.22,-45.49,9.46
445,2026-04-15T14:07:25Z,38.310677,-89.797622,39.56,189.56,357.69,-1.26,-0.64,-45.18,10.85
446,2026-04-15T14:07:26Z,38.310761,-89.797597,39.71,189.71,357.69,-1.28,1.16,-45.21,10.34
447,2026-04-15T14:07:27Z,38.310852,-89.797616,40.28,190.28,357.69,-1.46,3.06,-44.49,9.52
448,2026-04-15T14:07:28Z,38.310940,-89.797612,39.97,189.97,357.69,0.24,-0.18,-44.65,9.10
449,2026-04-15T14:07:29Z,38.311027,-89.797627,40.57,190.57,357.69,-0.64,0.55,-45.39,9.94
450,2026-04-15T14:07:30Z,38.311133,-89.797631,40.18,190.18,357.69,-1.87,1.08,-44.74,9.72
451,2026-04-15T14:07:31Z,38.311219,-89.797625,39.27,189.27,357.69,-3.01,0.78,-46.09,10.05
452,2026-04-15T14:07:32Z,38.311307,-89.797630,39.73,189.73,357.69,1.83,-2.48,-44.36,9.99
453,2026-04-15T14:07:33Z,38.311394,-89.797632,39.17,189.17,357.69,1.66,2.04,-45.77,10.00
454,2026-04-15T14:07:34Z,38.311480,-89.797626,39.29,189.29,357.69,0.27,0.26,-45.93,9.98
455,2026-04-15T14:07:35Z,38.311581,-89.797642,40.91,190.91,357.69,-0.72,1.64,-43.18,9.68
456,2026-04-15T14:07:36Z,38.311662,-89.797674,39.89,189.89,357.69,1.02,1.67,-43.08,10.39
457,2026-04-15T14:07:37Z,38.311748,-89.797672,39.40,189.40,357.69,1.53,2.59,-44.78,9.95
458,2026-04-15T14:07:38Z,38.311842,-89.797667,40.61,190.61,357.69,-0.16,-0.12,-45.03,9.70
459,2026-04-15T14:07:39Z,38.311948,-89.797681,41.23,191.23,357.69,-1.23,-0.99,-44.35,9.74
460,2026-04-15T14:07:40Z,38.312022,-89.797662,39.59,189.59,357.69,-0.56,0.42,-46.47,9.33
461,2026-04-15T14:07:41Z,38.312111,-89.797674,39.60,189.60,357.69,-1.64,-0.22,-44.54,9.67
462,2026-04-15T14:07:42Z,38.312226,-89.797671,39.37,189.37,357.69,-0.17,2.36,-44.34,9.39
463,2026-04-15T14:07:43Z,38.312287,-89.797677,40.69,190.69,357.69,-1.60,0.66,-46.28,10.58
464,2026-04-15T14:07:44Z,38.312374,-89.797708,39.87,189.87,357.69,1.16,-0.02,-45.86,9.43
465,2026-04-15T14:07:45Z,38.312476,-89.797681,40.17,190.17,357.69,-0.43,-0.16,-45.70,9.77
466,2026-04-15T14:07:46Z,38.312546,-89.797707,40.62,190.62,357.69,-2.90,-0.13,-43.90,9.67
467,2026-04-15T14:07:47Z,38.312635,-89.797705,40.21,190.21,357.69,0.84,0.91,-46.58,10.21
468,2026-04-15T14:07:48Z,38.312746,-89.797696,39.89,189.89,357.69,-1.52,1.95,-45.62,10.15
469,2026-04-15T14:07:49Z,38.312845,-89.797721,40.34,190.34,357.69,2.82,-2.96,-44.63,9.79
470,2026-04-15T14:07:50Z,38.312902,-89.797735,40.95,190.95,357.69,-3.02,-0.01,-45.62,10.36
471,2026-04-15T14:07:51Z,38.313016,-89.797705,40.33,190.33,357.69,0.76,-1.64,-44.30,10.17
472,2026-04-15T14:07:52Z,38.313109,-89.797737,39.68,189.68,357.69,0.31,-1.71,-45.42,10.58
473,2026-04-15T14:07:53Z,38.313186,-89.797736,39.96,189.96,357.69,2.51,1.25,-43.52,9.90
474,2026-04-15T14:07:54Z,38.313265,-89.797738,40.59,190.59,357.69,-1.02,-1.13,-44.04,10.29
475,2026-04-15T14:07:55Z,38.313368,-89.797737,40.08,190.08,357.69,0.18,-1.24,-43.30,9.95
476,2026-04-15T14:07:56Z,38.313465,-89.797733,39.74,189.74,357.69,-0.48,-1.29,-44.32,9.78
477,2026-04-15T14:07:57Z,38.313556,-89.797759,39.84,189.84,357.69,-1.13,-0.61,-43.44,10.15
